countyfips,STNAME,CTYNAME,TOT_POP,PercentHBAC,dens2010,Eq Type,turnout
48241,Texas,Jasper County,35872,0.0036797502230151652,38.04,Paper and DRE without paper trail,0.3043273691444796
48243,Texas,Jeff Davis County,2252,0.008880994671403197,1.03,Paper and DRE without paper trail,0.3043273691444796
48245,Texas,Jefferson County,255001,0.011854855471155015,287.89,Paper and DRE without paper trail,0.3043273691444796
48247,Texas,Jim Hogg County,5248,0.0038109756097560975,4.66,Paper and DRE without paper trail,0.3043273691444796
48249,Texas,Jim Wells County,40822,0.005340257704179119,47.21,Paper and DRE without paper trail,0.3043273691444796
48251,Texas,Johnson County,171361,0.0054738242657314095,208.27,Paper and DRE without paper trail,0.3043273691444796
48253,Texas,Jones County,19817,0.014987132260180653,21.76,Paper and DRE without paper trail,0.3043273691444796
48255,Texas,Karnes County,15650,0.011501597444089457,19.83,Paper and DRE without paper trail,0.3043273691444796
48257,Texas,Kaufman County,128622,0.007658098925533734,132.38,Paper and DRE without paper trail,0.3043273691444796
48259,Texas,Kendall County,45641,0.004447755307727701,50.43,Paper and DRE without paper trail,0.3043273691444796
48261,Texas,Kenedy County,442,0.02262443438914027,0.29,Paper and DRE without paper trail,0.3043273691444796
48263,Texas,Kent County,726,0.005509641873278237,0.9,Paper and DRE without paper trail,0.3043273691444796
48265,Texas,Kerr County,52405,0.006831409216677798,44.98,Paper and DRE without paper trail,0.3043273691444796
48267,Texas,Kimble County,4362,0.0020632737276478678,3.68,Paper and DRE without paper trail,0.3043273691444796
48269,Texas,King County,277,0.0,0.31,Paper and DRE without paper trail,0.3043273691444796
48271,Texas,Kinney County,3767,0.013538624900451287,2.65,Paper and DRE without paper trail,0.3043273691444796
48273,Texas,Kleberg County,31129,0.011500530052362748,36.38,Paper and DRE without paper trail,0.3043273691444796
48275,Texas,Knox County,3653,0.01642485628250753,4.37,Paper and DRE without paper trail,0.3043273691444796
48277,Texas,Lamar County,49728,0.0042028635778635776,54.89,Paper and DRE without paper trail,0.3043273691444796
48279,Texas,Lamb County,13158,0.01535187718498252,13.75,Paper and DRE without paper trail,0.3043273691444796
48281,Texas,Lampasas County,21229,0.00819633520184653,27.6,Paper and DRE without paper trail,0.3043273691444796
48283,Texas,La Salle County,7531,0.00876377639091754,4.63,Paper and DRE without paper trail,0.3043273691444796
48285,Texas,Lavaca County,20110,0.010144206862257584,19.86,Paper and DRE without paper trail,0.3043273691444796
48287,Texas,Lee County,17144,0.006882874475034998,26.41,Paper and DRE without paper trail,0.3043273691444796
48289,Texas,Leon County,17270,0.004632310364794441,15.66,Paper and DRE without paper trail,0.3043273691444796
48291,Texas,Liberty County,86323,0.007518274388054169,65.3,Paper and DRE without paper trail,0.3043273691444796
48293,Texas,Limestone County,23519,0.010161996683532463,25.83,Paper and DRE without paper trail,0.3043273691444796
48295,Texas,Lipscomb County,3355,0.014008941877794338,3.54,Paper and DRE without paper trail,0.3043273691444796
48297,Texas,Live Oak County,12166,0.007890843333881308,11.09,Paper and DRE without paper trail,0.3043273691444796
48299,Texas,Llano County,21646,0.003326249653515661,20.66,Paper and DRE without paper trail,0.3043273691444796
48301,Texas,Loving County,152,0.0,0.12,Paper and DRE without paper trail,0.3043273691444796
48303,Texas,Lubbock County,307412,0.010572131211533707,311.33,Paper and DRE without paper trail,0.3043273691444796
48305,Texas,Lynn County,5877,0.008677896886166412,6.63,Paper and DRE without paper trail,0.3043273691444796
48307,Texas,McCulloch County,7987,0.0125203455615375,7.77,Paper and DRE without paper trail,0.3043273691444796
48309,Texas,McLennan County,254607,0.011547208050053612,226.5,Paper and DRE without paper trail,0.3043273691444796
48311,Texas,McMullen County,749,0.009345794392523364,0.62,Paper and DRE without paper trail,0.3043273691444796
48313,Texas,Madison County,14422,0.009499375953404521,29.32,Paper and DRE without paper trail,0.3043273691444796
48315,Texas,Marion County,9928,0.0040290088638195,27.69,Paper and DRE without paper trail,0.3043273691444796
48317,Texas,Martin County,5753,0.013558143577264037,5.25,Paper and DRE without paper trail,0.3043273691444796
48319,Texas,Mason County,4280,0.005607476635514018,4.32,Paper and DRE without paper trail,0.3043273691444796
48321,Texas,Matagorda County,36552,0.013077259794265704,33.36,Paper and DRE without paper trail,0.3043273691444796
48323,Texas,Maverick County,58485,0.005368898008036248,42.41,Paper and DRE without paper trail,0.3043273691444796
48325,Texas,Medina County,50921,0.007305433907425227,34.71,Paper and DRE without paper trail,0.3043273691444796
48327,Texas,Menard County,2139,0.005142589995324918,2.49,Paper and DRE without paper trail,0.3043273691444796
48329,Texas,Midland County,172578,0.00939864872695245,152.03,Paper and DRE without paper trail,0.3043273691444796
48331,Texas,Milam County,25131,0.011977239266244877,24.34,Paper and DRE without paper trail,0.3043273691444796
48333,Texas,Mills County,4921,0.003251371672424304,6.6,Paper and DRE without paper trail,0.3043273691444796
48335,Texas,Mitchell County,8145,0.01743400859422959,10.32,Paper and DRE without paper trail,0.3043273691444796
48337,Texas,Montague County,19596,0.002551541130843029,21.18,Paper and DRE without paper trail,0.3043273691444796
48339,Texas,Montgomery County,590925,0.006288446080297838,437.49,Paper and DRE without paper trail,0.3043273691444796
48341,Texas,Moore County,21485,0.0073074237840353735,24.35,Paper and DRE without paper trail,0.3043273691444796
48343,Texas,Morris County,12339,0.007212902180079423,51.33,Paper and DRE without paper trail,0.3043273691444796
48345,Texas,Motley County,1234,0.005672609400324149,1.22,Paper and DRE without paper trail,0.3043273691444796
48347,Texas,Nacogdoches County,65711,0.007456894583859628,68.17,Paper and DRE without paper trail,0.3043273691444796
48349,Texas,Navarro County,49565,0.009603550892767073,47.28,Paper and DRE without paper trail,0.3043273691444796
48351,Texas,Newton County,13746,0.002255201513167467,15.47,Paper and DRE without paper trail,0.3043273691444796
48353,Texas,Nolan County,14751,0.012473730594535964,16.68,Paper and DRE without paper trail,0.3043273691444796
48355,Texas,Nueces County,362265,0.010428829724097002,405.76,Paper and DRE without paper trail,0.3043273691444796
48357,Texas,Ochiltree County,9947,0.008042625917362019,11.14,Paper and DRE without paper trail,0.3043273691444796
48359,Texas,Oldham County,2131,0.006100422336931018,1.37,Paper and DRE without paper trail,0.3043273691444796
48361,Texas,Orange County,83572,0.003290575790934763,245.26,Paper and DRE without paper trail,0.3043273691444796
48363,Texas,Palo Pinto County,28875,0.004259740259740259,29.53,Paper and DRE without paper trail,0.3043273691444796
48365,Texas,Panola County,23148,0.004838430965958182,29.68,Paper and DRE without paper trail,0.3043273691444796
48367,Texas,Parker County,138371,0.002500523953718626,129.42,Paper and DRE without paper trail,0.3043273691444796
48369,Texas,Parmer County,9864,0.0113544201135442,11.66,Paper and DRE without paper trail,0.3043273691444796
48371,Texas,Pecos County,15673,0.008741147195814458,3.26,Paper and DRE without paper trail,0.3043273691444796
48373,Texas,Polk County,50031,0.005296716036057645,42.96,Paper and DRE without paper trail,0.3043273691444796
48375,Texas,Potter County,119648,0.013238833912810912,133.29,Paper and DRE without paper trail,0.3043273691444796
48377,Texas,Presidio County,6948,0.007052389176741509,2.03,Paper and DRE without paper trail,0.3043273691444796
48379,Texas,Rains County,12159,0.0025495517723497,47.57,Paper and DRE without paper trail,0.3043273691444796
48381,Texas,Randall County,136271,0.005958714620131943,132.44,Paper and DRE without paper trail,0.3043273691444796
48383,Texas,Reagan County,3741,0.012830793905372895,2.86,Paper and DRE without paper trail,0.3043273691444796
48385,Texas,Real County,3478,0.0040253018976423235,4.73,Paper and DRE without paper trail,0.3043273691444796
48387,Texas,Red River County,12175,0.00566735112936345,12.41,Paper and DRE without paper trail,0.3043273691444796
48389,Texas,Reeves County,15695,0.00828289264096846,5.23,Paper and DRE without paper trail,0.3043273691444796
48391,Texas,Refugio County,7032,0.015358361774744027,9.58,Paper and DRE without paper trail,0.3043273691444796
48393,Texas,Roberts County,903,0.004429678848283499,1.01,Paper and DRE without paper trail,0.3043273691444796
48395,Texas,Robertson County,17284,0.01278639203887989,19.43,Paper and DRE without paper trail,0.3043273691444796
48397,Texas,Rockwall County,100657,0.004897821313967235,616.65,Paper and DRE without paper trail,0.3043273691444796
48399,Texas,Runnels County,10234,0.007621653312487786,9.99,Paper and DRE without paper trail,0.3043273691444796
48401,Texas,Rusk County,54450,0.0055463728191000915,57.71,Paper and DRE without paper trail,0.3043273691444796
48403,Texas,Sabine County,10589,0.003022003966380206,22.05,Paper and DRE without paper trail,0.3043273691444796
48405,Texas,San Augustine County,8232,0.002793974732750243,16.71,Paper and DRE without paper trail,0.3043273691444796
48407,Texas,San Jacinto County,28719,0.006197987395104286,46.35,Paper and DRE without paper trail,0.3043273691444796
48409,Texas,San Patricio County,66893,0.0073699789215613,93.45,Paper and DRE without paper trail,0.3043273691444796
48411,Texas,San Saba County,6054,0.007763462173769409,5.4,Paper and DRE without paper trail,0.3043273691444796
48413,Texas,Schleicher County,2895,0.008635578583765112,2.64,Paper and DRE without paper trail,0.3043273691444796
48415,Texas,Scurry County,16866,0.010731649472311158,18.69,Paper and DRE without paper trail,0.3043273691444796
48417,Texas,Shackelford County,3253,0.008607439286812173,3.69,Paper and DRE without paper trail,0.3043273691444796
48419,Texas,Shelby County,25418,0.007671728696199543,31.99,Paper and DRE without paper trail,0.3043273691444796
48421,Texas,Sherman County,3079,0.007794738551477752,3.29,Paper and DRE without paper trail,0.3043273691444796
48423,Texas,Smith County,230221,0.0071670264658740945,227.59,Paper and DRE without paper trail,0.3043273691444796
48425,Texas,Somervell County,9016,0.004547471162377995,45.53,Paper and DRE without paper trail,0.3043273691444796
48427,Texas,Starr County,64525,0.003347539713289423,49.84,Paper and DRE without paper trail,0.3043273691444796
48429,Texas,Stephens County,9433,0.003816389271705714,10.74,Paper and DRE without paper trail,0.3043273691444796
48431,Texas,Sterling County,1311,0.0030511060259344014,1.24,Paper and DRE without paper trail,0.3043273691444796
48433,Texas,Stonewall County,1362,0.009544787077826725,1.63,Paper and DRE without paper trail,0.3043273691444796
48435,Texas,Sutton County,3758,0.009047365620010643,2.84,Paper and DRE without paper trail,0.3043273691444796
48437,Texas,Swisher County,7462,0.012463146609488072,8.82,Paper and DRE without paper trail,0.3043273691444796
48439,Texas,Tarrant County,2084931,0.01097638243184067,2094.74,Paper and DRE without paper trail,0.3043273691444796
48441,Texas,Taylor County,137640,0.012590816623074687,143.64,Paper and DRE without paper trail,0.3043273691444796
48443,Texas,Terrell County,823,0.007290400972053463,0.42,Paper and DRE without paper trail,0.3043273691444796
48445,Texas,Terry County,12287,0.01114999593065842,14.23,Paper and DRE without paper trail,0.3043273691444796
48447,Texas,Throckmorton County,1515,0.0039603960396039604,1.8,Paper and DRE without paper trail,0.3043273691444796
48449,Texas,Titus County,33033,0.01092846547392002,79.63,Paper and DRE without paper trail,0.3043273691444796
48451,Texas,Tom Green County,118189,0.010618585485958931,72.42,Paper and DRE without paper trail,0.3043273691444796
48453,Texas,Travis County,1248743,0.011203266004293918,1034.4,Paper and DRE without paper trail,0.3043273691444796
48455,Texas,Trinity County,14740,0.0025101763907734056,21.03,Paper and DRE without paper trail,0.3043273691444796
48457,Texas,Tyler County,21696,0.00663716814159292,23.54,Paper and DRE without paper trail,0.3043273691444796
48459,Texas,Upshur County,41260,0.003271934076587494,67.43,Paper and DRE without paper trail,0.3043273691444796
48461,Texas,Upton County,3671,0.014165077635521656,2.7,Paper and DRE without paper trail,0.3043273691444796
48463,Texas,Uvalde County,26846,0.007598897414884899,17.01,Paper and DRE without paper trail,0.3043273691444796
48465,Texas,Val Verde County,49208,0.010099983742480898,15.54,Paper and DRE without paper trail,0.3043273691444796
48467,Texas,Van Zandt County,56019,0.002856173798175619,62.4,Paper and DRE without paper trail,0.3043273691444796
48469,Texas,Victoria County,92035,0.010941489650676373,98.39,Paper and DRE without paper trail,0.3043273691444796
48471,Texas,Walker County,72480,0.006995033112582781,86.54,Paper and DRE without paper trail,0.3043273691444796
48473,Texas,Waller County,53126,0.010710386628016414,84.15,Paper and DRE without paper trail,0.3043273691444796
48475,Texas,Ward County,11720,0.014590443686006826,12.75,Paper and DRE without paper trail,0.3043273691444796
48477,Texas,Washington County,35108,0.007975390224450268,55.83,Paper and DRE without paper trail,0.3043273691444796
48479,Texas,Webb County,275910,0.005200971331231198,74.46,Paper and DRE without paper trail,0.3043273691444796
48481,Texas,Wharton County,41619,0.0125183209591773,38.01,Paper and DRE without paper trail,0.3043273691444796
48483,Texas,Wheeler County,5191,0.006742438836447698,5.92,Paper and DRE without paper trail,0.3043273691444796
48485,Texas,Wichita County,132064,0.009298521928761813,209.47,Paper and DRE without paper trail,0.3043273691444796
48487,Texas,Wilbarger County,12820,0.01014040561622465,13.94,Paper and DRE without paper trail,0.3043273691444796
48489,Texas,Willacy County,21515,0.009621194515454335,37.48,Paper and DRE without paper trail,0.3043273691444796
48491,Texas,Williamson County,566719,0.009525002690927955,377.96,Paper and DRE without paper trail,0.3043273691444796
48493,Texas,Wilson County,50224,0.004579483912073909,53.4,Paper and DRE without paper trail,0.3043273691444796
48495,Texas,Winkler County,7720,0.014507772020725389,8.45,Paper and DRE without paper trail,0.3043273691444796
48497,Texas,Wise County,68305,0.0034550911353488033,65.38,Paper and DRE without paper trail,0.3043273691444796
48499,Texas,Wood County,45129,0.004564692326441977,65.04,Paper and DRE without paper trail,0.3043273691444796
48501,Texas,Yoakum County,8591,0.007566057502037015,9.85,Paper and DRE without paper trail,0.3043273691444796
48503,Texas,Young County,18045,0.004987531172069825,20.29,Paper and DRE without paper trail,0.3043273691444796
48505,Texas,Zapata County,14190,0.0028893587033121918,14.04,Paper and DRE without paper trail,0.3043273691444796
48507,Texas,Zavala County,11983,0.010181089877326212,9.0,Paper and DRE without paper trail,0.3043273691444796
49001,Utah,Beaver County,6580,0.002887537993920973,2.56,Paper and DRE with paper trail,0.3447258855951117
49003,Utah,Box Elder County,54950,0.0021656050955414013,8.7,Paper and DRE with paper trail,0.3447258855951117
49005,Utah,Cache County,127068,0.00339188466018195,96.72,Paper and DRE with paper trail,0.3447258855951117
49007,Utah,Carbon County,20269,0.002762839804627757,14.48,Paper and DRE with paper trail,0.3447258855951117
49009,Utah,Daggett County,980,0.0010204081632653062,1.52,Paper and DRE with paper trail,0.3447258855951117
49011,Utah,Davis County,351713,0.003599525749687956,1025.77,Paper and DRE with paper trail,0.3447258855951117
49013,Utah,Duchesne County,19964,0.002855139250651172,5.74,Paper and DRE with paper trail,0.3447258855951117
49015,Utah,Emery County,10014,0.0014979029358897543,2.46,Paper and DRE with paper trail,0.3447258855951117
49017,Utah,Garfield County,5080,0.002559055118110236,1.0,Paper and DRE with paper trail,0.3447258855951117
49019,Utah,Grand County,9764,0.004813600983203605,2.51,Paper and DRE with paper trail,0.3447258855951117
49021,Utah,Iron County,52775,0.002444339175746092,14.0,Paper and DRE with paper trail,0.3447258855951117
49023,Utah,Juab County,11555,0.003028991778450887,3.02,Paper and DRE with paper trail,0.3447258855951117
49025,Utah,Kane County,7709,0.0016863406408094434,1.79,Paper and DRE with paper trail,0.3447258855951117
49027,Utah,Millard County,13006,0.004305705059203444,1.9,Paper and DRE with paper trail,0.3447258855951117
49029,Utah,Morgan County,12045,0.0013283520132835202,15.54,Paper and DRE with paper trail,0.3447258855951117
49031,Utah,Piute County,1445,0.002768166089965398,2.05,Paper and DRE with paper trail,0.3447258855951117
49033,Utah,Rich County,2464,0.002029220779220779,2.2,Paper and DRE with paper trail,0.3447258855951117
49035,Utah,Salt Lake County,1152633,0.005962869360845994,1387.15,Paper and DRE with paper trail,0.3447258855951117
49037,Utah,San Juan County,15449,0.001359311282283643,1.89,Paper and DRE with paper trail,0.3447258855951117
49039,Utah,Sanpete County,30623,0.0033634849622832513,17.5,Paper and DRE with paper trail,0.3447258855951117
49041,Utah,Sevier County,21539,0.0016249593760155996,10.89,Paper and DRE with paper trail,0.3447258855951117
49043,Utah,Summit County,41933,0.0030524884935492335,19.41,Paper and DRE with paper trail,0.3447258855951117
49045,Utah,Tooele County,69907,0.0027322013532264295,8.39,Paper and DRE with paper trail,0.3447258855951117
49047,Utah,Uintah County,35438,0.003160449235284158,7.27,Paper and DRE with paper trail,0.3447258855951117
49049,Utah,Utah County,622213,0.0031580825215802304,257.84,Paper and DRE with paper trail,0.3447258855951117
49051,Utah,Wasatch County,33240,0.0037906137184115524,20.02,Paper and DRE with paper trail,0.3447258855951117
49053,Utah,Washington County,171700,0.0034245777518928365,56.92,Paper and DRE with paper trail,0.3447258855951117
49055,Utah,Wayne County,2690,0.0007434944237918215,1.13,Paper and DRE with paper trail,0.3447258855951117
49057,Utah,Weber County,256359,0.005734146255836542,401.39,Paper and DRE with paper trail,0.3447258855951117
50001,Vermont,Addison County,36973,0.0018662267059746302,48.05,Paper ballot,0.5016503174054749
50003,Vermont,Bennington County,35631,0.0018242541607027588,55.0,Paper ballot,0.5016503174054749
50005,Vermont,Caledonia County,30302,0.0016830572239456142,48.13,Paper ballot,0.5016503174054749
50007,Vermont,Chittenden County,164572,0.00237585980604234,291.75,Paper ballot,0.5016503174054749
50009,Vermont,Essex County,6250,0.00064,9.5,Paper ballot,0.5016503174054749
50011,Vermont,Franklin County,49421,0.0013961676210517797,75.34,Paper ballot,0.5016503174054749
50013,Vermont,Grand Isle County,7090,0.001692524682651622,85.2,Paper ballot,0.5016503174054749
50015,Vermont,Lamoille County,25300,0.0015019762845849803,53.35,Paper ballot,0.5016503174054749
50017,Vermont,Orange County,28999,0.0007241629021690403,42.12,Paper ballot,0.5016503174054749
50019,Vermont,Orleans County,26907,0.0014122718995057048,39.28,Paper ballot,0.5016503174054749
50021,Vermont,Rutland County,58672,0.0013635124079629125,66.29,Paper ballot,0.5016503174054749
50023,Vermont,Washington County,58140,0.0014447884416924665,86.63,Paper ballot,0.5016503174054749
50025,Vermont,Windham County,42756,0.002783235101506221,56.68,Paper ballot,0.5016503174054749
50027,Vermont,Windsor County,55286,0.0013384943747060739,58.46,Paper ballot,0.5016503174054749
51001,Virginia,Accomack County,32412,0.006787609527335555,73.78,Paper ballot,0.46192156065812007
51003,Virginia,Albemarle County,108718,0.004645044978752368,137.33,Paper ballot,0.46192156065812007
51005,Virginia,Alleghany County,14910,0.001743796109993293,36.48,Paper ballot,0.46192156065812007
51007,Virginia,Amelia County,13013,0.0016906170752324597,35.72,Paper ballot,0.46192156065812007
51009,Virginia,Amherst County,31666,0.0030948019958314914,68.26,Paper ballot,0.46192156065812007
51011,Virginia,Appomattox County,15841,0.001199419228584054,44.9,Paper ballot,0.46192156065812007
51013,Virginia,Arlington County,237521,0.008462409639568711,7993.5,Paper ballot,0.46192156065812007
51015,Virginia,Augusta County,75457,0.0023722119882847183,76.27,Paper ballot,0.46192156065812007
51017,Virginia,Bath County,4292,0.003494874184529357,8.94,Paper ballot,0.46192156065812007
51019,Virginia,Bedford County,78747,0.0019175333663504642,91.2,Paper ballot,0.46192156065812007
51021,Virginia,Bland County,6293,0.0004767201652629906,19.08,Paper ballot,0.46192156065812007
51023,Virginia,Botetourt County,33277,0.0013522853622622232,61.25,Paper ballot,0.46192156065812007
51025,Virginia,Brunswick County,16384,0.0048828125,30.79,Paper ballot,0.46192156065812007
51027,Virginia,Buchanan County,21221,0.0005183544602045144,47.93,Paper ballot,0.46192156065812007
51029,Virginia,Buckingham County,16999,0.003706100358844638,29.58,Paper ballot,0.46192156065812007
51031,Virginia,Campbell County,54973,0.0024011787604824187,108.84,Paper ballot,0.46192156065812007
51033,Virginia,Caroline County,30772,0.008254257116859483,54.11,Paper ballot,0.46192156065812007
51035,Virginia,Carroll County,29636,0.0026319341341611555,63.29,Paper ballot,0.46192156065812007
51036,Virginia,Charles City County,6941,0.003169572107765452,39.69,Paper ballot,0.46192156065812007
51037,Virginia,Charlotte County,11938,0.004942201373764449,26.48,Paper ballot,0.46192156065812007
51041,Virginia,Chesterfield County,348556,0.011952168374665765,747.08,Paper ballot,0.46192156065812007
51043,Virginia,Clarke County,14523,0.004131377814501136,79.66,Paper ballot,0.46192156065812007
51045,Virginia,Craig County,5064,0.001382306477093207,15.75,Paper ballot,0.46192156065812007
51047,Virginia,Culpeper County,51859,0.010470699396440348,123.11,Paper ballot,0.46192156065812007
51049,Virginia,Cumberland County,9809,0.004791517993679274,33.79,Paper ballot,0.46192156065812007
51051,Virginia,Dickenson County,14523,0.0004819940783584659,48.11,Paper ballot,0.46192156065812007
51053,Virginia,Dinwiddie County,28529,0.007571243296294998,55.59,Paper ballot,0.46192156065812007
51057,Virginia,Essex County,10919,0.0072350947889000825,43.37,Paper ballot,0.46192156065812007
51059,Virginia,Fairfax County,1150795,0.008944251582601592,2766.78,Paper ballot,0.46192156065812007
51061,Virginia,Fauquier County,70675,0.006070038910505836,100.71,Paper ballot,0.46192156065812007
51063,Virginia,Floyd County,15795,0.0027856916745805636,40.16,Paper ballot,0.46192156065812007
51065,Virginia,Fluvanna County,26783,0.0042564313183735955,89.83,Paper ballot,0.46192156065812007
51067,Virginia,Franklin County,56195,0.0022421923658688496,81.34,Paper ballot,0.46192156065812007
51069,Virginia,Frederick County,88355,0.005409993775111765,189.37,Paper ballot,0.46192156065812007
51071,Virginia,Giles County,16844,0.0005343148895749229,48.59,Paper ballot,0.46192156065812007
51073,Virginia,Gloucester County,37349,0.0039358483493533965,169.22,Paper ballot,0.46192156065812007
51075,Virginia,Goochland County,23244,0.003054551712269833,77.17,Paper ballot,0.46192156065812007
51077,Virginia,Grayson County,15631,0.002367091037041776,35.13,Paper ballot,0.46192156065812007
51079,Virginia,Greene County,19779,0.0030840790737651043,117.78,Paper ballot,0.46192156065812007
51081,Virginia,Greensville County,11627,0.00713855680743098,41.47,Paper ballot,0.46192156065812007
51083,Virginia,Halifax County,34120,0.005539273153575616,44.31,Paper ballot,0.46192156065812007
51085,Virginia,Hanover County,107239,0.003347662697339587,213.14,Paper ballot,0.46192156065812007
51087,Virginia,Henrico County,329261,0.008212330036050429,1313.39,Paper ballot,0.46192156065812007
51089,Virginia,Henry County,50953,0.005318626969952701,141.63,Paper ballot,0.46192156065812007
51091,Virginia,Highland County,2210,0.0,5.59,Paper ballot,0.46192156065812007
51093,Virginia,Isle of Wight County,36953,0.005547587475983005,111.75,Paper ballot,0.46192156065812007
51095,Virginia,James City County,76397,0.007238504129743315,470.45,Paper ballot,0.46192156065812007
51097,Virginia,King and Queen County,7042,0.002982107355864811,22.04,Paper ballot,0.46192156065812007
51099,Virginia,King George County,26575,0.006886171213546567,131.29,Paper ballot,0.46192156065812007
51101,Virginia,King William County,16939,0.003778263179644607,58.17,Paper ballot,0.46192156065812007
51103,Virginia,Lancaster County,10783,0.004265974218677548,85.49,Paper ballot,0.46192156065812007
51105,Virginia,Lee County,23541,0.002931056454696062,58.75,Paper ballot,0.46192156065812007
51107,Virginia,Loudoun County,406850,0.008007865306624062,605.77,Paper ballot,0.46192156065812007
51109,Virginia,Louisa County,36778,0.0037522431888629072,66.8,Paper ballot,0.46192156065812007
51111,Virginia,Lunenburg County,12086,0.009597881846764852,29.92,Paper ballot,0.46192156065812007
51113,Virginia,Madison County,13295,0.004212109815720196,41.5,Paper ballot,0.46192156065812007
51115,Virginia,Mathews County,8802,0.0021586003181095206,104.48,Paper ballot,0.46192156065812007
51117,Virginia,Mecklenburg County,30650,0.005709624796084829,52.32,Paper ballot,0.46192156065812007
51119,Virginia,Middlesex County,10769,0.0039000835732194263,84.1,Paper ballot,0.46192156065812007
51121,Virginia,Montgomery County,98985,0.002687275849876244,243.9,Paper ballot,0.46192156065812007
51125,Virginia,Nelson County,14836,0.005864114316527366,31.9,Paper ballot,0.46192156065812007
51127,Virginia,New Kent County,22391,0.004421419320262606,87.87,Paper ballot,0.46192156065812007
51131,Virginia,Northampton County,11735,0.00783979548359608,58.55,Paper ballot,0.46192156065812007
51133,Virginia,Northumberland County,12147,0.0038692681320490656,64.46,Paper ballot,0.46192156065812007
51135,Virginia,Nottoway County,15420,0.007717250324254216,50.42,Paper ballot,0.46192156065812007
51137,Virginia,Orange County,36644,0.005021285885820325,98.25,Paper ballot,0.46192156065812007
51139,Virginia,Page County,23933,0.00196381565202858,77.34,Paper ballot,0.46192156065812007
51141,Virginia,Patrick County,17673,0.001244836756634414,38.27,Paper ballot,0.46192156065812007
51143,Virginia,Pittsylvania County,60949,0.002739995734138378,65.54,Paper ballot,0.46192156065812007
51145,Virginia,Powhatan County,29189,0.003186131761965124,107.78,Paper ballot,0.46192156065812007
51147,Virginia,Prince Edward County,22950,0.006492374727668846,66.77,Paper ballot,0.46192156065812007
51149,Virginia,Prince George County,38082,0.018302610157029567,134.73,Paper ballot,0.46192156065812007
51153,Virginia,Prince William County,468011,0.019935428868124893,1195.01,Paper ballot,0.46192156065812007
51155,Virginia,Pulaski County,34066,0.0014090295309105853,109.02,Paper ballot,0.46192156065812007
51157,Virginia,Rappahannock County,7252,0.001516822945394374,27.69,Paper ballot,0.46192156065812007
51159,Virginia,Richmond County,9038,0.005200265545474663,48.33,Paper ballot,0.46192156065812007
51161,Virginia,Roanoke County,94073,0.0035185441093618787,368.74,Paper ballot,0.46192156065812007
51163,Virginia,Rockbridge County,22752,0.0021536568213783402,37.33,Paper ballot,0.46192156065812007
51165,Virginia,Rockingham County,81244,0.004677268475210477,89.88,Paper ballot,0.46192156065812007
51167,Virginia,Russell County,26748,0.002654404067593839,60.99,Paper ballot,0.46192156065812007
51169,Virginia,Scott County,21534,0.00046438190768087673,43.28,Paper ballot,0.46192156065812007
51171,Virginia,Shenandoah County,43497,0.005149780444628365,82.54,Paper ballot,0.46192156065812007
51173,Virginia,Smyth County,30472,0.001640850616959832,71.43,Paper ballot,0.46192156065812007
51175,Virginia,Southampton County,17586,0.004662799954509269,30.99,Paper ballot,0.46192156065812007
51177,Virginia,Spotsylvania County,134238,0.012410792771048436,304.85,Paper ballot,0.46192156065812007
51179,Virginia,Stafford County,149960,0.015444118431581754,479.49,Paper ballot,0.46192156065812007
51181,Virginia,Surry County,6474,0.006178560395427865,25.3,Paper ballot,0.46192156065812007
51183,Virginia,Sussex County,11237,0.0069413544540357745,24.66,Paper ballot,0.46192156065812007
51185,Virginia,Tazewell County,40855,0.0008077346713988496,86.88,Paper ballot,0.46192156065812007
51187,Virginia,Warren County,40003,0.003924705647076469,176.02,Paper ballot,0.46192156065812007
51191,Virginia,Washington County,54402,0.0006801220543362377,97.82,Paper ballot,0.46192156065812007
51193,Virginia,Westmoreland County,17830,0.008693213684800897,76.09,Paper ballot,0.46192156065812007
51195,Virginia,Wise County,38012,0.0012890666105440387,102.81,Paper ballot,0.46192156065812007
51197,Virginia,Wythe County,28754,0.0019823328928149126,63.3,Paper ballot,0.46192156065812007
51199,Virginia,York County,67846,0.009153081979777732,624.77,Paper ballot,0.46192156065812007
51510,Virginia,Alexandria city,160530,0.013193795552233227,9314.31,Paper ballot,0.46192156065812007
51520,Virginia,Bristol city,16482,0.0024875621890547263,1370.55,Paper ballot,0.46192156065812007
51530,Virginia,Buena Vista city,6237,0.000801667468334135,992.0,Paper ballot,0.46192156065812007
51540,Virginia,Charlottesville city,48117,0.006047758588440676,4246.26,Paper ballot,0.46192156065812007
51550,Virginia,Chesapeake city,242634,0.011795543905635648,652.02,Paper ballot,0.46192156065812007
51570,Virginia,Colonial Heights city,17833,0.009869343352212191,2315.35,Paper ballot,0.46192156065812007
51580,Virginia,Covington city,5460,0.0032967032967032967,1090.06,Paper ballot,0.46192156065812007
51590,Virginia,Danville city,40693,0.007077384316712948,1002.82,Paper ballot,0.46192156065812007
51595,Virginia,Emporia city,5121,0.015426674477641086,859.76,Paper ballot,0.46192156065812007
51600,Virginia,Fairfax city,24574,0.008871164645560349,3616.65,Paper ballot,0.46192156065812007
51610,Virginia,Falls Church city,14772,0.008461955050094774,6169.77,Paper ballot,0.46192156065812007
